DataMeasurementId,DateTime,SensorId,Value,Raw,Name,EquipmentId
1,2021-10-18 10:13:28.415,1,19.1,19.1,InletTemp-sensor,1
2,2021-10-18 10:13:28.446,2,29.0,29.0,SetTemp-sensor,1
4,2021-10-18 10:13:28.481,5,2.0,HEAT,Mode-sensor,1
5,2021-10-18 10:13:28.492,7,22.5,22.5,InletTemp-sensor,2
6,2021-10-18 10:13:28.516,8,16.0,16.0,SetTemp-sensor,2
7,2021-10-18 10:13:28.526,9,0.0,2,Drive-sensor,2
9,2021-10-18 10:13:28.550,11,2.0,HEAT,Mode-sensor,2
10,2021-10-18 10:13:28.563,13,23.3,23.3,InletTemp-sensor,3
11,2021-10-18 10:13:28.575,14,23.0,23.0,SetTemp-sensor,3
13,2021-10-18 10:13:28.606,17,2.0,HEAT,Mode-sensor,3
14,2021-10-18 10:13:28.619,19,22.5,22.5,InletTemp-sensor,4
15,2021-10-18 10:13:28.633,20,19.0,19.0,SetTemp-sensor,4
17,2021-10-18 10:13:28.661,23,2.0,HEAT,Mode-sensor,4
18,2021-10-18 10:13:28.674,25,22.5,22.5,InletTemp-sensor,5
19,2021-10-18 10:13:28.688,26,20.0,20.0,SetTemp-sensor,5
20,2021-10-18 10:13:28.701,27,0.0,2,Drive-sensor,5
22,2021-10-18 10:13:28.729,29,2.0,HEAT,Mode-sensor,5
23,2021-10-18 10:13:28.742,31,22.9,22.9,InletTemp-sensor,6
24,2021-10-18 10:13:28.756,32,21.0,21.0,SetTemp-sensor,6
25,2021-10-18 10:13:28.771,33,1.0,0,Drive-sensor,6
27,2021-10-18 10:13:28.792,35,2.0,HEAT,Mode-sensor,6
28,2021-10-18 10:13:28.804,37,23.7,23.7,InletTemp-sensor,7
29,2021-10-18 10:13:28.814,38,22.0,22.0,SetTemp-sensor,7
31,2021-10-18 10:13:28.847,41,2.0,HEAT,Mode-sensor,7
32,2021-10-18 10:13:28.858,43,24.7,24.7,InletTemp-sensor,8
33,2021-10-18 10:13:28.869,44,25.0,25.0,SetTemp-sensor,8
35,2021-10-18 10:13:28.903,47,2.0,HEAT,Mode-sensor,8
36,2021-10-18 10:13:28.914,49,25.5,25.5,InletTemp-sensor,9
37,2021-10-18 10:13:28.929,50,20.0,20.0,SetTemp-sensor,9
39,2021-10-18 10:13:28.960,53,2.0,HEAT,Mode-sensor,9
40,2021-10-18 10:13:28.974,55,21.1,21.1,InletTemp-sensor,10
41,2021-10-18 10:13:28.986,56,20.0,20.0,SetTemp-sensor,10
43,2021-10-18 10:13:29.017,59,2.0,HEAT,Mode-sensor,10
44,2021-10-18 10:13:29.030,61,22.0,22.0,InletTemp-sensor,11
45,2021-10-18 10:13:29.042,62,27.0,27.0,SetTemp-sensor,11
46,2021-10-18 10:13:29.056,63,0.0,2,Drive-sensor,11
48,2021-10-18 10:13:29.082,65,2.0,HEAT,Mode-sensor,11
49,2021-10-18 10:13:29.095,67,23.1,23.1,InletTemp-sensor,12
50,2021-10-18 10:13:29.107,68,27.0,27.0,SetTemp-sensor,12
51,2021-10-18 10:13:29.119,69,0.0,2,Drive-sensor,12
53,2021-10-18 10:13:29.148,71,2.0,HEAT,Mode-sensor,12
54,2021-10-18 10:13:29.162,73,21.0,21.0,InletTemp-sensor,13
55,2021-10-18 10:13:29.174,74,32.0,32.0,SetTemp-sensor,13
57,2021-10-18 10:13:29.202,77,2.0,HEAT,Mode-sensor,13
58,2021-10-18 10:13:29.216,79,22.3,22.3,InletTemp-sensor,14
59,2021-10-18 10:13:29.230,80,20.0,20.0,SetTemp-sensor,14
60,2021-10-18 10:13:29.242,81,0.0,2,Drive-sensor,14
62,2021-10-18 10:13:29.270,83,2.0,HEAT,Mode-sensor,14
63,2021-10-18 10:13:29.282,85,22.8,22.8,InletTemp-sensor,15
64,2021-10-18 10:13:29.295,86,20.0,20.0,SetTemp-sensor,15
65,2021-10-18 10:13:29.306,87,0.0,2,Drive-sensor,15
67,2021-10-18 10:13:29.331,89,2.0,HEAT,Mode-sensor,15
68,2021-10-18 10:13:29.344,91,23.2,23.2,InletTemp-sensor,16
69,2021-10-18 10:13:29.356,92,20.0,20.0,SetTemp-sensor,16
71,2021-10-18 10:13:29.388,95,2.0,HEAT,Mode-sensor,16
72,2021-10-18 10:13:29.402,97,22.7,22.7,InletTemp-sensor,17
73,2021-10-18 10:13:29.415,98,27.0,27.0,SetTemp-sensor,17
74,2021-10-18 10:13:29.427,99,0.0,2,Drive-sensor,17
76,2021-10-18 10:13:29.451,101,2.0,HEAT,Mode-sensor,17
77,2021-10-18 10:13:29.463,103,21.3,21.3,InletTemp-sensor,18
78,2021-10-18 10:13:29.476,104,18.0,18.0,SetTemp-sensor,18
79,2021-10-18 10:13:29.487,105,0.0,2,Drive-sensor,18
81,2021-10-18 10:13:29.514,107,2.0,HEAT,Mode-sensor,18
82,2021-10-18 10:13:29.528,109,20.0,20.0,InletTemp-sensor,19
83,2021-10-18 10:13:29.539,110,23.0,23.0,SetTemp-sensor,19
85,2021-10-18 10:13:29.576,113,2.0,HEAT,Mode-sensor,19
86,2021-10-18 10:13:48.498,97,22.5,22.5,InletTemp-sensor,17
87,2021-10-18 10:14:48.518,103,21.1,21.1,InletTemp-sensor,18
88,2021-10-18 10:15:30.538,43,24.5,24.5,InletTemp-sensor,8
89,2021-10-18 10:16:30.555,79,22.1,22.1,InletTemp-sensor,14
90,2021-10-18 10:16:30.582,85,22.3,22.3,InletTemp-sensor,15
91,2021-10-18 10:17:30.575,55,21.3,21.3,InletTemp-sensor,10
92,2021-10-18 10:17:30.621,73,21.3,21.3,InletTemp-sensor,13
93,2021-10-18 10:18:30.589,43,24.4,24.4,InletTemp-sensor,8
94,2021-10-18 10:18:30.627,55,21.1,21.1,InletTemp-sensor,10
95,2021-10-18 10:18:30.652,61,21.9,21.9,InletTemp-sensor,11
96,2021-10-18 10:18:30.663,73,21.1,21.1,InletTemp-sensor,13
97,2021-10-18 10:19:30.611,13,23.1,23.1,InletTemp-sensor,3
98,2021-10-18 10:19:30.645,43,24.3,24.3,InletTemp-sensor,8
99,2021-10-18 10:19:30.661,49,25.4,25.4,InletTemp-sensor,9
100,2021-10-18 10:19:30.680,79,22.4,22.4,InletTemp-sensor,14
101,2021-10-18 10:19:30.696,85,22.6,22.6,InletTemp-sensor,15
102,2021-10-18 10:19:30.714,91,23.3,23.3,InletTemp-sensor,16
103,2021-10-18 10:19:48.618,97,22.3,22.3,InletTemp-sensor,17
104,2021-10-18 10:19:48.656,103,21.0,21.0,InletTemp-sensor,18
105,2021-10-18 10:20:30.646,25,22.3,22.3,InletTemp-sensor,5
106,2021-10-18 10:20:30.685,73,21.0,21.0,InletTemp-sensor,13
107,2021-10-18 10:20:30.702,79,22.6,22.6,InletTemp-sensor,14
108,2021-10-18 10:20:30.717,85,22.8,22.8,InletTemp-sensor,15
109,2021-10-18 10:21:30.651,55,21.0,21.0,InletTemp-sensor,10
110,2021-10-18 10:21:30.694,61,21.7,21.7,InletTemp-sensor,11
111,2021-10-18 10:21:30.710,85,22.9,22.9,InletTemp-sensor,15
112,2021-10-18 10:21:48.651,103,20.8,20.8,InletTemp-sensor,18
113,2021-10-18 10:22:30.673,79,22.8,22.8,InletTemp-sensor,14
114,2021-10-18 10:22:30.714,91,23.1,23.1,InletTemp-sensor,16
115,2021-10-18 10:23:48.706,97,22.1,22.1,InletTemp-sensor,17
116,2021-10-18 10:24:30.737,43,24.4,24.4,InletTemp-sensor,8
117,2021-10-18 10:24:30.775,85,23.1,23.1,InletTemp-sensor,15
118,2021-10-18 10:25:30.789,7,22.3,22.3,InletTemp-sensor,2
119,2021-10-18 10:25:30.836,13,22.9,22.9,InletTemp-sensor,3
120,2021-10-18 10:26:30.802,43,24.6,24.6,InletTemp-sensor,8
121,2021-10-18 10:28:30.879,43,24.8,24.8,InletTemp-sensor,8
122,2021-10-18 10:28:30.917,73,20.8,20.8,InletTemp-sensor,13
123,2021-10-18 10:28:30.931,91,22.9,22.9,InletTemp-sensor,16
124,2021-10-18 10:29:30.910,91,23.1,23.1,InletTemp-sensor,16
125,2021-10-18 10:30:30.943,19,22.5,22.5,InletTemp-sensor,4
126,2021-10-18 10:30:30.988,43,25.1,25.1,InletTemp-sensor,8
127,2021-10-18 10:30:31.002,91,23.3,23.3,InletTemp-sensor,16
128,2021-10-18 10:30:42.945,97,22.3,22.3,InletTemp-sensor,17
129,2021-10-18 10:31:30.966,79,22.7,22.7,InletTemp-sensor,14
130,2021-10-18 10:32:31.007,43,25.3,25.3,InletTemp-sensor,8
131,2021-10-18 10:32:31.044,73,20.6,20.6,InletTemp-sensor,13
132,2021-10-18 10:32:31.061,91,23.1,23.1,InletTemp-sensor,16
133,2021-10-18 10:33:31.046,91,22.9,22.9,InletTemp-sensor,16
134,2021-10-18 10:35:31.122,43,25.5,25.5,InletTemp-sensor,8
135,2021-10-18 10:35:49.135,103,21.0,21.0,InletTemp-sensor,18
136,2021-10-18 10:36:31.171,49,25.2,25.2,InletTemp-sensor,9
137,2021-10-18 10:36:31.206,79,22.5,22.5,InletTemp-sensor,14
138,2021-10-18 10:36:31.220,85,22.9,22.9,InletTemp-sensor,15
139,2021-10-18 10:36:49.173,97,21.9,21.9,InletTemp-sensor,17
140,2021-10-18 10:37:49.220,103,20.8,20.8,InletTemp-sensor,18
141,2021-10-18 10:38:31.244,73,20.8,20.8,InletTemp-sensor,13
142,2021-10-18 10:38:49.251,97,22.1,22.1,InletTemp-sensor,17
143,2021-10-18 10:39:31.284,13,23.1,23.1,InletTemp-sensor,3
144,2021-10-18 10:39:31.320,49,25.3,25.3,InletTemp-sensor,9
145,2021-10-18 10:39:31.336,73,21.0,21.0,InletTemp-sensor,13
146,2021-10-18 10:39:31.350,91,23.1,23.1,InletTemp-sensor,16
147,2021-10-18 10:39:49.296,97,21.9,21.9,InletTemp-sensor,17
148,2021-10-18 10:39:49.338,103,21.0,21.0,InletTemp-sensor,18
149,2021-10-18 10:40:31.322,19,22.7,22.7,InletTemp-sensor,4
150,2021-10-18 10:40:31.357,61,21.9,21.9,InletTemp-sensor,11
151,2021-10-18 10:40:31.370,85,22.8,22.8,InletTemp-sensor,15
152,2021-10-18 10:41:31.351,43,25.4,25.4,InletTemp-sensor,8
153,2021-10-18 10:41:49.363,103,21.1,21.1,InletTemp-sensor,18
154,2021-10-18 10:42:31.395,13,23.3,23.3,InletTemp-sensor,3
155,2021-10-18 10:42:31.434,31,23.1,23.1,InletTemp-sensor,6
156,2021-10-18 10:42:31.450,61,22.0,22.0,InletTemp-sensor,11
157,2021-10-18 10:42:31.465,91,22.9,22.9,InletTemp-sensor,16
158,2021-10-18 10:43:31.429,43,25.2,25.2,InletTemp-sensor,8
159,2021-10-18 10:43:31.471,91,23.1,23.1,InletTemp-sensor,16
160,2021-10-18 10:44:31.459,55,21.1,21.1,InletTemp-sensor,10
161,2021-10-18 10:44:49.478,97,22.0,22.0,InletTemp-sensor,17
162,2021-10-18 10:45:31.509,37,23.8,23.8,InletTemp-sensor,7
163,2021-10-18 10:45:31.546,43,25.0,25.0,InletTemp-sensor,8
164,2021-10-18 10:45:31.570,73,21.2,21.2,InletTemp-sensor,13
165,2021-10-18 10:46:31.548,61,21.9,21.9,InletTemp-sensor,11
166,2021-10-18 10:47:31.588,43,24.8,24.8,InletTemp-sensor,8
167,2021-10-18 10:47:31.630,85,22.7,22.7,InletTemp-sensor,15
168,2021-10-18 10:47:31.646,91,22.9,22.9,InletTemp-sensor,16
169,2021-10-18 10:47:43.594,103,21.0,21.0,InletTemp-sensor,18
170,2021-10-18 10:49:31.673,19,22.8,22.8,InletTemp-sensor,4
171,2021-10-18 10:49:31.710,61,22.0,22.0,InletTemp-sensor,11
172,2021-10-18 10:49:31.726,91,22.6,22.6,InletTemp-sensor,16
173,2021-10-18 10:49:43.680,103,21.1,21.1,InletTemp-sensor,18
174,2021-10-18 10:50:31.713,55,21.3,21.3,InletTemp-sensor,10
175,2021-10-18 10:50:31.746,91,22.4,22.4,InletTemp-sensor,16
176,2021-10-18 10:51:43.754,97,21.9,21.9,InletTemp-sensor,17
177,2021-10-18 10:52:31.789,85,22.8,22.8,InletTemp-sensor,15
178,2021-10-18 10:52:31.829,91,22.6,22.6,InletTemp-sensor,16
179,2021-10-18 10:53:31.824,13,23.1,23.1,InletTemp-sensor,3
180,2021-10-18 10:53:31.866,43,24.6,24.6,InletTemp-sensor,8
181,2021-10-18 10:54:31.859,91,22.2,22.2,InletTemp-sensor,16
182,2021-10-18 10:55:31.905,13,23.3,23.3,InletTemp-sensor,3
183,2021-10-18 10:55:31.946,91,21.9,21.9,InletTemp-sensor,16
184,2021-10-18 10:55:43.911,97,21.7,21.7,InletTemp-sensor,17
185,2021-10-18 10:58:32.016,13,23.1,23.1,InletTemp-sensor,3
186,2021-10-18 10:58:44.027,103,21.3,21.3,InletTemp-sensor,18
187,2021-10-18 10:59:32.061,61,22.2,22.2,InletTemp-sensor,11
188,2021-10-18 10:59:32.100,91,21.8,21.8,InletTemp-sensor,16
189,2021-10-18 11:00:32.097,91,21.9,21.9,InletTemp-sensor,16
190,2021-10-18 11:01:32.136,37,24.0,24.0,InletTemp-sensor,7
191,2021-10-18 11:01:32.176,91,21.7,21.7,InletTemp-sensor,16
192,2021-10-18 11:02:32.165,73,21.4,21.4,InletTemp-sensor,13
193,2021-10-18 11:04:32.244,49,25.2,25.2,InletTemp-sensor,9
194,2021-10-18 11:04:32.280,61,22.0,22.0,InletTemp-sensor,11
195,2021-10-18 11:05:32.276,91,21.9,21.9,InletTemp-sensor,16
196,2021-10-18 11:06:32.312,85,22.7,22.7,InletTemp-sensor,15
197,2021-10-18 11:06:50.320,97,21.9,21.9,InletTemp-sensor,17
198,2021-10-18 11:06:50.354,103,21.1,21.1,InletTemp-sensor,18
199,2021-10-18 11:07:32.348,85,22.8,22.8,InletTemp-sensor,15
200,2021-10-18 11:07:32.363,91,22.1,22.1,InletTemp-sensor,16
201,2021-10-18 11:09:32.429,85,22.7,22.7,InletTemp-sensor,15
202,2021-10-18 11:09:44.439,97,22.0,22.0,InletTemp-sensor,17
203,2021-10-18 11:10:32.468,85,22.8,22.8,InletTemp-sensor,15
204,2021-10-18 11:10:32.507,91,22.4,22.4,InletTemp-sensor,16
205,2021-10-18 11:11:32.511,13,23.3,23.3,InletTemp-sensor,3
206,2021-10-18 11:11:32.553,85,22.7,22.7,InletTemp-sensor,15
207,2021-10-18 11:12:44.555,97,22.2,22.2,InletTemp-sensor,17
208,2021-10-18 11:13:32.589,43,24.4,24.4,InletTemp-sensor,8
209,2021-10-18 11:13:44.603,97,22.4,22.4,InletTemp-sensor,17
210,2021-10-18 11:14:32.628,19,22.7,22.7,InletTemp-sensor,4
211,2021-10-18 11:14:32.666,43,24.4,24.4,InletTemp-sensor,8
212,2021-10-18 11:14:32.681,73,21.1,21.1,InletTemp-sensor,13
213,2021-10-18 11:14:32.696,91,22.7,22.7,InletTemp-sensor,16
214,2021-10-18 11:14:44.635,103,21.3,21.3,InletTemp-sensor,18
215,2021-10-18 11:15:32.671,13,23.0,23.0,InletTemp-sensor,3
216,2021-10-18 11:15:32.710,25,22.1,22.1,InletTemp-sensor,5
217,2021-10-18 11:15:32.728,37,23.8,23.8,InletTemp-sensor,7
218,2021-10-18 11:15:32.745,55,21.0,21.0,InletTemp-sensor,10
219,2021-10-18 11:15:32.761,61,21.8,21.8,InletTemp-sensor,11
220,2021-10-18 11:15:32.777,79,22.3,22.3,InletTemp-sensor,14
221,2021-10-18 11:15:44.668,97,22.2,22.2,InletTemp-sensor,17
222,2021-10-18 11:15:44.707,103,21.5,21.5,InletTemp-sensor,18
223,2021-10-18 11:16:32.701,19,22.5,22.5,InletTemp-sensor,4
224,2021-10-18 11:16:32.739,31,22.9,22.9,InletTemp-sensor,6
225,2021-10-18 11:16:32.755,49,25.0,25.0,InletTemp-sensor,9
226,2021-10-18 11:16:32.770,91,22.5,22.5,InletTemp-sensor,16
227,2021-10-18 11:17:32.738,43,24.2,24.2,InletTemp-sensor,8
228,2021-10-18 11:17:32.780,73,21.0,21.0,InletTemp-sensor,13
229,2021-10-18 11:17:32.797,91,22.3,22.3,InletTemp-sensor,16
230,2021-10-18 11:19:32.807,79,22.1,22.1,InletTemp-sensor,14
231,2021-10-18 11:19:44.820,103,21.7,21.7,InletTemp-sensor,18
232,2021-10-18 11:20:32.858,43,24.4,24.4,InletTemp-sensor,8
233,2021-10-18 11:20:32.880,55,20.9,20.9,InletTemp-sensor,10
234,2021-10-18 11:22:32.953,43,24.5,24.5,InletTemp-sensor,8
235,2021-10-18 11:22:32.990,79,22.3,22.3,InletTemp-sensor,14
236,2021-10-18 11:22:33.009,85,22.8,22.8,InletTemp-sensor,15
237,2021-10-18 11:22:44.962,103,21.5,21.5,InletTemp-sensor,18
238,2021-10-18 11:23:32.992,85,22.7,22.7,InletTemp-sensor,15
239,2021-10-18 11:24:33.029,43,24.8,24.8,InletTemp-sensor,8
240,2021-10-18 11:24:33.068,55,21.0,21.0,InletTemp-sensor,10
241,2021-10-18 11:24:33.083,73,21.1,21.1,InletTemp-sensor,13
242,2021-10-18 11:24:33.098,91,22.5,22.5,InletTemp-sensor,16
243,2021-10-18 11:26:33.111,43,25.1,25.1,InletTemp-sensor,8
244,2021-10-18 11:26:33.151,79,22.1,22.1,InletTemp-sensor,14
245,2021-10-18 11:26:45.109,103,21.3,21.3,InletTemp-sensor,18
246,2021-10-18 11:27:33.150,43,25.3,25.3,InletTemp-sensor,8
247,2021-10-18 11:27:45.148,97,22.4,22.4,InletTemp-sensor,17
248,2021-10-18 11:29:33.210,31,23.1,23.1,InletTemp-sensor,6
249,2021-10-18 11:29:33.253,55,21.2,21.2,InletTemp-sensor,10
250,2021-10-18 11:29:33.268,61,21.9,21.9,InletTemp-sensor,11
251,2021-10-18 11:29:33.283,79,22.4,22.4,InletTemp-sensor,14
252,2021-10-18 11:29:33.298,91,22.3,22.3,InletTemp-sensor,16
253,2021-10-18 11:29:45.218,97,22.6,22.6,InletTemp-sensor,17
254,2021-10-18 11:30:33.243,43,25.2,25.2,InletTemp-sensor,8
255,2021-10-18 11:32:33.315,61,22.1,22.1,InletTemp-sensor,11
256,2021-10-18 11:33:33.339,55,21.4,21.4,InletTemp-sensor,10
257,2021-10-18 11:33:33.376,73,21.0,21.0,InletTemp-sensor,13
258,2021-10-18 11:33:33.390,85,22.8,22.8,InletTemp-sensor,15
259,2021-10-18 11:33:33.403,91,22.1,22.1,InletTemp-sensor,16
260,2021-10-18 11:34:33.376,1,19.2,19.2,InletTemp-sensor,1
261,2021-10-18 11:35:33.417,43,25.0,25.0,InletTemp-sensor,8
262,2021-10-18 11:35:33.458,55,21.1,21.1,InletTemp-sensor,10
263,2021-10-18 11:36:33.459,85,22.7,22.7,InletTemp-sensor,15
264,2021-10-18 11:36:45.476,109,20.1,20.1,InletTemp-sensor,19
265,2021-10-18 11:37:33.518,85,22.8,22.8,InletTemp-sensor,15
266,2021-10-18 11:38:33.565,85,22.7,22.7,InletTemp-sensor,15
267,2021-10-18 11:39:33.619,43,24.8,24.8,InletTemp-sensor,8
268,2021-10-18 11:40:33.675,61,21.9,21.9,InletTemp-sensor,11
269,2021-10-18 11:41:33.709,19,22.3,22.3,InletTemp-sensor,4
270,2021-10-18 11:41:33.750,43,24.6,24.6,InletTemp-sensor,8
271,2021-10-18 11:43:33.796,73,21.1,21.1,InletTemp-sensor,13
272,2021-10-18 11:44:33.849,13,22.8,22.8,InletTemp-sensor,3
273,2021-10-18 11:44:33.884,43,24.8,24.8,InletTemp-sensor,8
274,2021-10-18 11:45:33.905,55,21.3,21.3,InletTemp-sensor,10
275,2021-10-18 11:46:33.956,1,19.5,19.5,InletTemp-sensor,1
276,2021-10-18 11:46:34.010,31,22.8,22.8,InletTemp-sensor,6
277,2021-10-18 11:46:34.026,43,25.0,25.0,InletTemp-sensor,8
278,2021-10-18 11:46:34.056,55,21.6,21.6,InletTemp-sensor,10
279,2021-10-18 11:46:34.077,61,22.1,22.1,InletTemp-sensor,11
280,2021-10-18 11:47:34.005,43,25.2,25.2,InletTemp-sensor,8
281,2021-10-18 11:47:46.025,103,21.1,21.1,InletTemp-sensor,18
282,2021-10-18 11:48:34.072,31,22.6,22.6,InletTemp-sensor,6
283,2021-10-18 11:48:34.114,43,25.3,25.3,InletTemp-sensor,8
284,2021-10-18 11:48:34.134,61,22.3,22.3,InletTemp-sensor,11
285,2021-10-18 11:48:34.151,73,21.0,21.0,InletTemp-sensor,13
286,2021-10-18 11:48:34.168,85,22.8,22.8,InletTemp-sensor,15
287,2021-10-18 11:49:22.111,45,0.0,2,Drive-sensor,8
288,2021-10-18 11:49:34.124,43,25.4,25.4,InletTemp-sensor,8
289,2021-10-18 11:49:34.161,73,21.1,21.1,InletTemp-sensor,13
290,2021-10-18 11:49:34.180,85,22.7,22.7,InletTemp-sensor,15
291,2021-10-18 11:50:34.177,31,22.3,22.3,InletTemp-sensor,6
292,2021-10-18 11:50:34.217,85,22.8,22.8,InletTemp-sensor,15
293,2021-10-18 11:51:16.215,38,23.0,23.0,SetTemp-sensor,7
294,2021-10-18 11:51:34.228,43,25.5,25.5,InletTemp-sensor,8
295,2021-10-18 11:51:34.269,79,22.6,22.6,InletTemp-sensor,14
296,2021-10-18 11:51:46.234,97,22.8,22.8,InletTemp-sensor,17
297,2021-10-18 11:52:34.274,1,19.3,19.3,InletTemp-sensor,1
298,2021-10-18 11:52:34.312,25,22.3,22.3,InletTemp-sensor,5
299,2021-10-18 11:52:34.329,55,21.8,21.8,InletTemp-sensor,10
300,2021-10-18 11:53:34.321,37,24.0,24.0,InletTemp-sensor,7
301,2021-10-18 11:53:34.365,61,22.5,22.5,InletTemp-sensor,11
302,2021-10-18 11:54:28.363,13,23.1,23.1,InletTemp-sensor,3
303,2021-10-18 11:54:34.366,31,22.7,22.7,InletTemp-sensor,6
304,2021-10-18 11:54:34.416,55,21.5,21.5,InletTemp-sensor,10
305,2021-10-18 11:55:28.404,1,19.2,19.2,InletTemp-sensor,1
306,2021-10-18 11:55:28.430,73,21.0,21.0,InletTemp-sensor,13
307,2021-10-18 11:55:34.408,31,22.8,22.8,InletTemp-sensor,6
308,2021-10-18 11:55:34.447,43,25.4,25.4,InletTemp-sensor,8
309,2021-10-18 11:55:34.469,55,21.3,21.3,InletTemp-sensor,10
310,2021-10-18 11:56:28.459,61,22.2,22.2,InletTemp-sensor,11
311,2021-10-18 11:56:46.473,97,22.6,22.6,InletTemp-sensor,17
312,2021-10-18 11:57:34.518,31,23.0,23.0,InletTemp-sensor,6
313,2021-10-18 11:57:34.555,43,25.2,25.2,InletTemp-sensor,8
314,2021-10-18 11:58:28.558,25,22.1,22.1,InletTemp-sensor,5
315,2021-10-18 11:58:28.606,73,21.1,21.1,InletTemp-sensor,13
316,2021-10-18 11:58:28.628,79,22.4,22.4,InletTemp-sensor,14
317,2021-10-18 11:58:28.649,85,22.7,22.7,InletTemp-sensor,15
318,2021-10-18 11:58:46.577,103,21.3,21.3,InletTemp-sensor,18
319,2021-10-18 11:59:28.612,31,23.2,23.2,InletTemp-sensor,6
320,2021-10-18 11:59:28.650,43,25.0,25.0,InletTemp-sensor,8
321,2021-10-18 12:00:28.659,73,21.0,21.0,InletTemp-sensor,13
322,2021-10-18 12:01:28.709,85,22.8,22.8,InletTemp-sensor,15
323,2021-10-18 12:02:28.761,25,22.3,22.3,InletTemp-sensor,5
324,2021-10-18 12:02:28.807,31,23.4,23.4,InletTemp-sensor,6
325,2021-10-18 12:02:28.825,85,22.7,22.7,InletTemp-sensor,15
326,2021-10-18 12:04:34.854,85,22.8,22.8,InletTemp-sensor,15
327,2021-10-18 12:05:34.896,25,22.5,22.5,InletTemp-sensor,5
328,2021-10-18 12:05:34.939,43,24.8,24.8,InletTemp-sensor,8
329,2021-10-18 12:05:34.953,85,22.7,22.7,InletTemp-sensor,15
330,2021-10-18 12:08:34.998,31,23.6,23.6,InletTemp-sensor,6
331,2021-10-18 12:08:35.040,85,22.8,22.8,InletTemp-sensor,15
332,2021-10-18 12:12:35.111,43,24.6,24.6,InletTemp-sensor,8
333,2021-10-18 12:12:35.149,85,22.7,22.7,InletTemp-sensor,15
334,2021-10-18 12:13:47.158,109,20.0,20.0,InletTemp-sensor,19
335,2021-10-18 12:16:29.260,25,22.7,22.7,InletTemp-sensor,5
336,2021-10-18 12:17:35.306,85,22.8,22.8,InletTemp-sensor,15
337,2021-10-18 12:18:35.352,91,21.9,21.9,InletTemp-sensor,16
338,2021-10-18 12:19:29.387,85,22.7,22.7,InletTemp-sensor,15
339,2021-10-18 12:20:29.453,91,22.2,22.2,InletTemp-sensor,16
340,2021-10-18 12:24:29.632,25,22.5,22.5,InletTemp-sensor,5
341,2021-10-18 12:25:29.681,43,24.4,24.4,InletTemp-sensor,8
342,2021-10-18 12:25:29.720,61,22.0,22.0,InletTemp-sensor,11
343,2021-10-18 12:27:29.777,25,22.3,22.3,InletTemp-sensor,5
344,2021-10-18 12:27:29.817,31,23.4,23.4,InletTemp-sensor,6
345,2021-10-18 12:27:29.834,73,21.2,21.2,InletTemp-sensor,13
346,2021-10-18 12:28:29.819,79,22.2,22.2,InletTemp-sensor,14
347,2021-10-18 12:30:59.950,38,24.0,24.0,SetTemp-sensor,7
348,2021-10-18 12:31:11.957,39,0.0,2,Drive-sensor,7
349,2021-10-18 12:31:17.959,39,1.0,0,Drive-sensor,7
350,2021-10-18 12:35:36.181,25,22.1,22.1,InletTemp-sensor,5
351,2021-10-18 12:35:36.223,73,21.4,21.4,InletTemp-sensor,13
352,2021-10-18 12:36:36.229,49,24.8,24.8,InletTemp-sensor,9
353,2021-10-18 12:38:36.309,91,22.0,22.0,InletTemp-sensor,16
354,2021-10-18 12:39:30.350,61,22.2,22.2,InletTemp-sensor,11
355,2021-10-18 12:40:36.395,43,24.3,24.3,InletTemp-sensor,8
356,2021-10-18 12:40:36.437,91,22.2,22.2,InletTemp-sensor,16
357,2021-10-18 12:41:30.434,31,23.2,23.2,InletTemp-sensor,6
358,2021-10-18 12:41:30.483,55,21.5,21.5,InletTemp-sensor,10
359,2021-10-18 12:43:30.513,19,22.1,22.1,InletTemp-sensor,4
360,2021-10-18 12:46:30.653,61,22.0,22.0,InletTemp-sensor,11
361,2021-10-18 12:48:30.765,91,22.4,22.4,InletTemp-sensor,16
362,2021-10-18 12:49:30.802,73,21.6,21.6,InletTemp-sensor,13
363,2021-10-18 12:50:30.865,91,22.2,22.2,InletTemp-sensor,16
364,2021-10-18 12:51:30.897,73,21.4,21.4,InletTemp-sensor,13
365,2021-10-18 12:52:48.940,103,21.5,21.5,InletTemp-sensor,18
366,2021-10-18 12:53:30.983,31,23.4,23.4,InletTemp-sensor,6
367,2021-10-18 12:53:31.029,61,22.2,22.2,InletTemp-sensor,11
368,2021-10-18 12:54:31.027,43,23.9,23.9,InletTemp-sensor,8
369,2021-10-18 12:55:31.081,43,23.7,23.7,InletTemp-sensor,8
370,2021-10-18 12:56:31.133,55,21.7,21.7,InletTemp-sensor,10
371,2021-10-18 12:56:49.148,109,20.1,20.1,InletTemp-sensor,19
372,2021-10-18 12:57:31.193,43,23.6,23.6,InletTemp-sensor,8
373,2021-10-18 12:57:31.234,79,22.4,22.4,InletTemp-sensor,14
374,2021-10-18 12:59:31.283,43,23.3,23.3,InletTemp-sensor,8
375,2021-10-18 12:59:31.328,73,21.6,21.6,InletTemp-sensor,13
376,2021-10-18 13:01:31.370,31,23.2,23.2,InletTemp-sensor,6
377,2021-10-18 13:01:31.390,61,22.0,22.0,InletTemp-sensor,11
378,2021-10-18 13:01:31.412,73,21.8,21.8,InletTemp-sensor,13
