DataMeasurementId,DateTime,SensorId,Value,Raw,diff_time,Name,DateTime_s
2430,2021-10-19 13:52:40.194,1,21.7,21.7,3122.458,InletTemp-sensor,2021-10-19 13:52:40.000
2452,2021-10-19 14:00:03.907,1,21.7,21.7,443.713,InletTemp-sensor,2021-10-19 14:00:03.000
2453,2021-10-19 14:00:03.942,2,29.0,29.0,0.035,SetTemp-sensor,2021-10-19 14:00:03.000
2454,2021-10-19 14:00:03.960,4,4.0,3005,0.018000000000000002,FanSpeed-sensor,2021-10-19 14:00:03.000
2455,2021-10-19 14:00:03.970,5,2.0,HEAT,0.01,Mode-sensor,2021-10-19 14:00:03.000
2537,2021-10-19 14:01:40.606,1,21.5,21.5,96.63600000000001,InletTemp-sensor,2021-10-19 14:01:40.000
2541,2021-10-19 14:04:40.745,1,21.7,21.7,180.139,InletTemp-sensor,2021-10-19 14:04:40.000
2546,2021-10-19 14:07:34.879,1,21.9,21.9,174.13400000000001,InletTemp-sensor,2021-10-19 14:07:34.000
2549,2021-10-19 14:10:41.032,1,22.0,22.0,186.15300000000002,InletTemp-sensor,2021-10-19 14:10:41.000
2557,2021-10-19 14:16:41.319,1,22.2,22.2,360.28700000000003,InletTemp-sensor,2021-10-19 14:16:41.000
2573,2021-10-19 14:28:35.839,1,22.4,22.4,714.5200000000001,InletTemp-sensor,2021-10-19 14:28:35.000
2584,2021-10-19 14:36:36.194,1,22.2,22.2,480.355,InletTemp-sensor,2021-10-19 14:36:36.000
2602,2021-10-19 14:48:42.788,1,22.0,22.0,726.594,InletTemp-sensor,2021-10-19 14:48:42.000
2766,2021-10-19 17:33:38.491,1,22.2,22.2,9895.703000000001,InletTemp-sensor,2021-10-19 17:33:38.000
2799,2021-10-19 18:00:03.875,1,22.2,22.2,1585.384,InletTemp-sensor,2021-10-19 18:00:03.000
2800,2021-10-19 18:00:03.884,2,29.0,29.0,0.009000000000000001,SetTemp-sensor,2021-10-19 18:00:03.000
2801,2021-10-19 18:00:03.898,4,4.0,3005,0.014,FanSpeed-sensor,2021-10-19 18:00:03.000
2802,2021-10-19 18:00:03.908,5,2.0,HEAT,0.01,Mode-sensor,2021-10-19 18:00:03.000
2901,2021-10-19 18:14:40.458,1,22.0,22.0,876.5500000000001,InletTemp-sensor,2021-10-19 18:14:40.000
3015,2021-10-19 21:29:37.769,1,21.9,21.9,11697.311000000002,InletTemp-sensor,2021-10-19 21:29:37.000
3055,2021-10-19 21:50:44.745,1,22.0,22.0,1266.976,InletTemp-sensor,2021-10-19 21:50:44.000
3062,2021-10-19 22:00:03.744,1,22.0,22.0,558.999,InletTemp-sensor,2021-10-19 22:00:03.000
3063,2021-10-19 22:00:03.774,2,29.0,29.0,0.030000000000000002,SetTemp-sensor,2021-10-19 22:00:03.000
3064,2021-10-19 22:00:03.787,4,4.0,3005,0.013000000000000001,FanSpeed-sensor,2021-10-19 22:00:03.000
3065,2021-10-19 22:00:03.797,5,2.0,HEAT,0.01,Mode-sensor,2021-10-19 22:00:03.000
3341,2021-10-20 02:00:03.777,1,22.0,22.0,14399.980000000001,InletTemp-sensor,2021-10-20 02:00:03.000
3342,2021-10-20 02:00:03.787,2,29.0,29.0,0.01,SetTemp-sensor,2021-10-20 02:00:03.000
3343,2021-10-20 02:00:03.800,4,4.0,3005,0.013000000000000001,FanSpeed-sensor,2021-10-20 02:00:03.000
3344,2021-10-20 02:00:03.809,5,2.0,HEAT,0.009000000000000001,Mode-sensor,2021-10-20 02:00:03.000
3543,2021-10-20 05:26:42.233,1,21.9,21.9,12398.424,InletTemp-sensor,2021-10-20 05:26:42.000
3572,2021-10-20 06:00:03.693,1,21.9,21.9,2001.46,InletTemp-sensor,2021-10-20 06:00:03.000
3573,2021-10-20 06:00:03.725,2,29.0,29.0,0.032,SetTemp-sensor,2021-10-20 06:00:03.000
3574,2021-10-20 06:00:03.738,4,4.0,3005,0.013000000000000001,FanSpeed-sensor,2021-10-20 06:00:03.000
3575,2021-10-20 06:00:03.747,5,2.0,HEAT,0.009000000000000001,Mode-sensor,2021-10-20 06:00:03.000
3675,2021-10-20 06:17:44.649,1,22.0,22.0,1060.902,InletTemp-sensor,2021-10-20 06:17:44.000
3704,2021-10-20 06:44:39.867,1,21.9,21.9,1615.218,InletTemp-sensor,2021-10-20 06:44:39.000
3770,2021-10-20 07:46:42.816,1,22.0,22.0,3722.949,InletTemp-sensor,2021-10-20 07:46:42.000
3946,2021-10-20 09:57:42.915,1,21.9,21.9,7860.099,InletTemp-sensor,2021-10-20 09:57:42.000
3947,2021-10-20 10:00:03.692,1,21.9,21.9,140.77700000000002,InletTemp-sensor,2021-10-20 10:00:03.000
3948,2021-10-20 10:00:03.727,2,29.0,29.0,0.035,SetTemp-sensor,2021-10-20 10:00:03.000
3949,2021-10-20 10:00:03.740,4,4.0,3005,0.013000000000000001,FanSpeed-sensor,2021-10-20 10:00:03.000
3950,2021-10-20 10:00:03.750,5,2.0,HEAT,0.01,Mode-sensor,2021-10-20 10:00:03.000
4071,2021-10-20 10:33:44.648,1,22.0,22.0,2020.8980000000001,InletTemp-sensor,2021-10-20 10:33:44.000
4097,2021-10-20 10:48:45.374,1,22.2,22.2,900.7260000000001,InletTemp-sensor,2021-10-20 10:48:45.000
4110,2021-10-20 10:54:45.663,1,22.0,22.0,360.28900000000004,InletTemp-sensor,2021-10-20 10:54:45.000
4124,2021-10-20 11:05:46.213,1,22.2,22.2,660.5500000000001,InletTemp-sensor,2021-10-20 11:05:46.000
4165,2021-10-20 11:24:47.105,1,22.0,22.0,1140.892,InletTemp-sensor,2021-10-20 11:24:47.000
4175,2021-10-20 11:30:41.376,1,22.2,22.2,354.271,InletTemp-sensor,2021-10-20 11:30:41.000
4191,2021-10-20 11:38:41.800,1,22.0,22.0,480.42400000000004,InletTemp-sensor,2021-10-20 11:38:41.000
4224,2021-10-20 12:05:43.081,1,22.2,22.2,1621.2810000000002,InletTemp-sensor,2021-10-20 12:05:43.000
4250,2021-10-20 12:27:44.086,1,22.4,22.4,1321.005,InletTemp-sensor,2021-10-20 12:27:44.000
4263,2021-10-20 12:33:44.369,1,22.6,22.6,360.283,InletTemp-sensor,2021-10-20 12:33:44.000
4270,2021-10-20 12:37:44.549,1,22.4,22.4,240.18,InletTemp-sensor,2021-10-20 12:37:44.000
4286,2021-10-20 12:44:44.851,1,22.6,22.6,420.302,InletTemp-sensor,2021-10-20 12:44:44.000
4292,2021-10-20 12:48:45.058,1,22.4,22.4,240.20700000000002,InletTemp-sensor,2021-10-20 12:48:45.000
4320,2021-10-20 12:57:45.450,1,22.6,22.6,540.392,InletTemp-sensor,2021-10-20 12:57:45.000
4335,2021-10-20 13:06:45.842,1,22.8,22.8,540.392,InletTemp-sensor,2021-10-20 13:06:45.000
4341,2021-10-20 13:11:46.103,1,22.9,22.9,300.261,InletTemp-sensor,2021-10-20 13:11:46.000
4354,2021-10-20 13:23:46.674,1,23.1,23.1,720.571,InletTemp-sensor,2021-10-20 13:23:46.000
4361,2021-10-20 13:25:46.764,1,22.9,22.9,120.09,InletTemp-sensor,2021-10-20 13:25:46.000
4401,2021-10-20 13:36:47.272,1,23.1,23.1,660.508,InletTemp-sensor,2021-10-20 13:36:47.000
4435,2021-10-20 13:58:48.329,1,22.9,22.9,1321.057,InletTemp-sensor,2021-10-20 13:58:48.000
4437,2021-10-20 14:00:03.805,1,22.9,22.9,75.476,InletTemp-sensor,2021-10-20 14:00:03.000
4438,2021-10-20 14:00:03.815,2,29.0,29.0,0.01,SetTemp-sensor,2021-10-20 14:00:03.000
4439,2021-10-20 14:00:03.830,4,4.0,3005,0.015000000000000001,FanSpeed-sensor,2021-10-20 14:00:03.000
4440,2021-10-20 14:00:03.839,5,2.0,HEAT,0.009000000000000001,Mode-sensor,2021-10-20 14:00:03.000
4528,2021-10-20 14:04:48.585,1,22.8,22.8,284.74600000000004,InletTemp-sensor,2021-10-20 14:04:48.000
4541,2021-10-20 14:10:42.876,1,22.7,22.7,354.291,InletTemp-sensor,2021-10-20 14:10:42.000
4582,2021-10-20 14:30:43.760,1,22.8,22.8,1200.884,InletTemp-sensor,2021-10-20 14:30:43.000
4584,2021-10-20 14:32:43.847,1,22.7,22.7,120.087,InletTemp-sensor,2021-10-20 14:32:43.000
4592,2021-10-20 14:35:43.983,1,22.8,22.8,180.13600000000002,InletTemp-sensor,2021-10-20 14:35:43.000
4593,2021-10-20 14:36:44.030,1,22.7,22.7,60.047000000000004,InletTemp-sensor,2021-10-20 14:36:44.000
4602,2021-10-20 14:42:44.323,1,22.8,22.8,360.293,InletTemp-sensor,2021-10-20 14:42:44.000
4604,2021-10-20 14:43:44.366,1,22.7,22.7,60.043000000000006,InletTemp-sensor,2021-10-20 14:43:44.000
4612,2021-10-20 14:48:44.638,1,22.8,22.8,300.272,InletTemp-sensor,2021-10-20 14:48:44.000
4616,2021-10-20 14:49:44.674,1,22.7,22.7,60.036,InletTemp-sensor,2021-10-20 14:49:44.000
4625,2021-10-20 14:54:44.895,1,22.8,22.8,300.221,InletTemp-sensor,2021-10-20 14:54:44.000
4628,2021-10-20 14:56:44.977,1,22.7,22.7,120.08200000000001,InletTemp-sensor,2021-10-20 14:56:44.000
4633,2021-10-20 15:00:45.184,1,22.8,22.8,240.20700000000002,InletTemp-sensor,2021-10-20 15:00:45.000
4639,2021-10-20 15:03:45.335,1,22.6,22.6,180.151,InletTemp-sensor,2021-10-20 15:03:45.000
4660,2021-10-20 15:14:45.878,1,22.8,22.8,660.543,InletTemp-sensor,2021-10-20 15:14:45.000
4669,2021-10-20 15:17:46.036,1,22.7,22.7,180.15800000000002,InletTemp-sensor,2021-10-20 15:17:46.000
4670,2021-10-20 15:18:46.095,1,22.8,22.8,60.059000000000005,InletTemp-sensor,2021-10-20 15:18:46.000
4672,2021-10-20 15:19:46.148,1,22.7,22.7,60.053000000000004,InletTemp-sensor,2021-10-20 15:19:46.000
4761,2021-10-20 16:34:49.724,1,22.8,22.8,4503.576,InletTemp-sensor,2021-10-20 16:34:49.000
4763,2021-10-20 16:35:49.769,1,22.7,22.7,60.045,InletTemp-sensor,2021-10-20 16:35:49.000
4789,2021-10-20 17:04:45.140,1,22.8,22.8,1735.371,InletTemp-sensor,2021-10-20 17:04:45.000
4791,2021-10-20 17:06:45.236,1,22.7,22.7,120.096,InletTemp-sensor,2021-10-20 17:06:45.000
4810,2021-10-20 17:30:46.406,1,22.8,22.8,1441.17,InletTemp-sensor,2021-10-20 17:30:46.000
4812,2021-10-20 17:31:46.459,1,22.7,22.7,60.053000000000004,InletTemp-sensor,2021-10-20 17:31:46.000
4832,2021-10-20 17:56:47.693,1,22.5,22.5,1501.2340000000002,InletTemp-sensor,2021-10-20 17:56:47.000
4840,2021-10-20 18:00:03.723,1,22.5,22.5,196.03,InletTemp-sensor,2021-10-20 18:00:03.000
4841,2021-10-20 18:00:03.743,2,29.0,29.0,0.02,SetTemp-sensor,2021-10-20 18:00:03.000
4842,2021-10-20 18:00:03.759,4,4.0,3005,0.016,FanSpeed-sensor,2021-10-20 18:00:03.000
4843,2021-10-20 18:00:03.769,5,2.0,HEAT,0.01,Mode-sensor,2021-10-20 18:00:03.000
4962,2021-10-20 18:49:50.226,1,22.7,22.7,2986.4570000000003,InletTemp-sensor,2021-10-20 18:49:50.000
4968,2021-10-20 18:53:44.395,1,22.5,22.5,234.169,InletTemp-sensor,2021-10-20 18:53:44.000
4997,2021-10-20 19:13:45.370,1,22.7,22.7,1200.9750000000001,InletTemp-sensor,2021-10-20 19:13:45.000
5031,2021-10-20 19:28:46.033,1,22.5,22.5,900.663,InletTemp-sensor,2021-10-20 19:28:46.000
5045,2021-10-20 19:32:46.242,1,22.7,22.7,240.209,InletTemp-sensor,2021-10-20 19:32:46.000
5088,2021-10-20 19:58:47.560,1,22.8,22.8,1561.318,InletTemp-sensor,2021-10-20 19:58:47.000
5089,2021-10-20 19:59:47.616,1,22.7,22.7,60.056000000000004,InletTemp-sensor,2021-10-20 19:59:47.000
5135,2021-10-20 20:23:48.739,1,22.8,22.8,1441.123,InletTemp-sensor,2021-10-20 20:23:48.000
5141,2021-10-20 20:24:48.784,1,22.7,22.7,60.045,InletTemp-sensor,2021-10-20 20:24:48.000
5159,2021-10-20 20:35:49.311,1,22.8,22.8,660.527,InletTemp-sensor,2021-10-20 20:35:49.000
5161,2021-10-20 20:36:49.351,1,22.7,22.7,60.040000000000006,InletTemp-sensor,2021-10-20 20:36:49.000
5168,2021-10-20 20:38:49.427,1,22.5,22.5,120.07600000000001,InletTemp-sensor,2021-10-20 20:38:49.000
5181,2021-10-20 20:42:49.632,1,22.7,22.7,240.205,InletTemp-sensor,2021-10-20 20:42:49.000
5201,2021-10-20 21:00:50.466,1,22.5,22.5,1080.834,InletTemp-sensor,2021-10-20 21:00:50.000
5287,2021-10-20 21:41:46.379,1,22.8,22.8,2455.913,InletTemp-sensor,2021-10-20 21:41:46.000
5288,2021-10-20 21:42:46.426,1,22.6,22.6,60.047000000000004,InletTemp-sensor,2021-10-20 21:42:46.000
5323,2021-10-20 22:00:03.745,1,22.6,22.6,1037.319,InletTemp-sensor,2021-10-20 22:00:03.000
5324,2021-10-20 22:00:03.767,2,29.0,29.0,0.022000000000000002,SetTemp-sensor,2021-10-20 22:00:03.000
5325,2021-10-20 22:00:03.783,4,4.0,3005,0.016,FanSpeed-sensor,2021-10-20 22:00:03.000
5326,2021-10-20 22:00:03.796,5,2.0,HEAT,0.013000000000000001,Mode-sensor,2021-10-20 22:00:03.000
5431,2021-10-20 22:10:47.692,1,22.8,22.8,643.8960000000001,InletTemp-sensor,2021-10-20 22:10:47.000
5434,2021-10-20 22:11:47.750,1,22.7,22.7,60.05800000000001,InletTemp-sensor,2021-10-20 22:11:47.000
5441,2021-10-20 22:14:47.899,1,22.8,22.8,180.149,InletTemp-sensor,2021-10-20 22:14:47.000
5446,2021-10-20 22:17:48.059,1,22.7,22.7,180.16000000000003,InletTemp-sensor,2021-10-20 22:17:48.000
5449,2021-10-20 22:18:48.109,1,22.8,22.8,60.050000000000004,InletTemp-sensor,2021-10-20 22:18:48.000
5450,2021-10-20 22:20:48.201,1,22.6,22.6,120.09200000000001,InletTemp-sensor,2021-10-20 22:20:48.000
5458,2021-10-20 22:23:48.349,1,22.8,22.8,180.14800000000002,InletTemp-sensor,2021-10-20 22:23:48.000
5462,2021-10-20 22:24:48.391,1,22.7,22.7,60.042,InletTemp-sensor,2021-10-20 22:24:48.000
5464,2021-10-20 22:25:48.449,1,22.8,22.8,60.05800000000001,InletTemp-sensor,2021-10-20 22:25:48.000
5465,2021-10-20 22:26:48.490,1,22.7,22.7,60.041000000000004,InletTemp-sensor,2021-10-20 22:26:48.000
5470,2021-10-20 22:27:48.537,1,22.8,22.8,60.047000000000004,InletTemp-sensor,2021-10-20 22:27:48.000
5472,2021-10-20 22:29:48.642,1,22.7,22.7,120.105,InletTemp-sensor,2021-10-20 22:29:48.000
5478,2021-10-20 22:30:48.695,1,22.8,22.8,60.053000000000004,InletTemp-sensor,2021-10-20 22:30:48.000
5490,2021-10-20 22:34:48.872,1,22.7,22.7,240.17700000000002,InletTemp-sensor,2021-10-20 22:34:48.000
5499,2021-10-20 22:35:48.926,1,22.8,22.8,60.054,InletTemp-sensor,2021-10-20 22:35:48.000
5501,2021-10-20 22:36:48.973,1,22.7,22.7,60.047000000000004,InletTemp-sensor,2021-10-20 22:36:48.000
5506,2021-10-20 22:38:49.067,1,22.8,22.8,120.09400000000001,InletTemp-sensor,2021-10-20 22:38:49.000
5517,2021-10-20 22:43:49.324,1,22.7,22.7,300.257,InletTemp-sensor,2021-10-20 22:43:49.000
5520,2021-10-20 22:45:49.423,1,22.8,22.8,120.099,InletTemp-sensor,2021-10-20 22:45:49.000
5524,2021-10-20 22:47:49.511,1,22.7,22.7,120.08800000000001,InletTemp-sensor,2021-10-20 22:47:49.000
5525,2021-10-20 22:48:49.571,1,22.8,22.8,60.06,InletTemp-sensor,2021-10-20 22:48:49.000
5561,2021-10-20 23:03:44.309,1,22.7,22.7,894.738,InletTemp-sensor,2021-10-20 23:03:44.000
5563,2021-10-20 23:04:50.364,1,22.8,22.8,66.055,InletTemp-sensor,2021-10-20 23:04:50.000
5567,2021-10-20 23:05:50.405,1,22.7,22.7,60.041000000000004,InletTemp-sensor,2021-10-20 23:05:50.000
5569,2021-10-20 23:06:50.453,1,22.8,22.8,60.048,InletTemp-sensor,2021-10-20 23:06:50.000
5573,2021-10-20 23:07:50.513,1,22.6,22.6,60.06,InletTemp-sensor,2021-10-20 23:07:50.000
5594,2021-10-20 23:15:50.903,1,22.4,22.4,480.39000000000004,InletTemp-sensor,2021-10-20 23:15:50.000
5624,2021-10-20 23:40:52.090,1,22.2,22.2,1501.1870000000001,InletTemp-sensor,2021-10-20 23:40:52.000
5641,2021-10-21 00:00:47.060,1,22.4,22.4,1194.97,InletTemp-sensor,2021-10-21 00:00:47.000
5650,2021-10-21 00:09:47.488,1,22.2,22.2,540.428,InletTemp-sensor,2021-10-21 00:09:47.000
5739,2021-10-21 00:54:49.668,1,22.4,22.4,2702.1800000000003,InletTemp-sensor,2021-10-21 00:54:49.000
5741,2021-10-21 00:59:49.883,1,22.2,22.2,300.21500000000003,InletTemp-sensor,2021-10-21 00:59:49.000
5785,2021-10-21 01:36:45.595,1,22.4,22.4,2215.712,InletTemp-sensor,2021-10-21 01:36:45.000
5801,2021-10-21 01:40:45.775,1,22.2,22.2,240.18,InletTemp-sensor,2021-10-21 01:40:45.000
5805,2021-10-21 01:42:45.867,1,22.4,22.4,120.09200000000001,InletTemp-sensor,2021-10-21 01:42:45.000
5810,2021-10-21 01:43:45.914,1,22.2,22.2,60.047000000000004,InletTemp-sensor,2021-10-21 01:43:45.000
5834,2021-10-21 02:00:03.949,1,22.2,22.2,978.0350000000001,InletTemp-sensor,2021-10-21 02:00:03.000
5835,2021-10-21 02:00:03.958,2,29.0,29.0,0.009000000000000001,SetTemp-sensor,2021-10-21 02:00:03.000
5836,2021-10-21 02:00:03.971,4,4.0,3005,0.013000000000000001,FanSpeed-sensor,2021-10-21 02:00:03.000
5837,2021-10-21 02:00:03.990,5,2.0,HEAT,0.019,Mode-sensor,2021-10-21 02:00:03.000
5927,2021-10-21 02:14:47.360,1,22.0,22.0,883.37,InletTemp-sensor,2021-10-21 02:14:47.000
5931,2021-10-21 02:17:47.519,1,22.2,22.2,180.15900000000002,InletTemp-sensor,2021-10-21 02:17:47.000
5947,2021-10-21 02:32:48.192,1,22.0,22.0,900.673,InletTemp-sensor,2021-10-21 02:32:48.000
6023,2021-10-21 03:34:51.114,1,21.9,21.9,3722.922,InletTemp-sensor,2021-10-21 03:34:51.000
6030,2021-10-21 03:42:51.500,1,22.0,22.0,480.386,InletTemp-sensor,2021-10-21 03:42:51.000
6032,2021-10-21 03:43:51.546,1,21.9,21.9,60.04600000000001,InletTemp-sensor,2021-10-21 03:43:51.000
6062,2021-10-21 04:17:47.252,1,21.7,21.7,2035.7060000000001,InletTemp-sensor,2021-10-21 04:17:47.000
6065,2021-10-21 04:19:47.347,1,21.9,21.9,120.09500000000001,InletTemp-sensor,2021-10-21 04:19:47.000
6101,2021-10-21 04:55:49.113,1,21.7,21.7,2161.766,InletTemp-sensor,2021-10-21 04:55:49.000
6145,2021-10-21 05:40:51.218,1,21.5,21.5,2702.105,InletTemp-sensor,2021-10-21 05:40:51.000
6159,2021-10-21 06:00:03.806,1,21.5,21.5,1152.588,InletTemp-sensor,2021-10-21 06:00:03.000
6160,2021-10-21 06:00:03.823,2,29.0,29.0,0.017,SetTemp-sensor,2021-10-21 06:00:03.000
6161,2021-10-21 06:00:03.837,4,4.0,3005,0.014,FanSpeed-sensor,2021-10-21 06:00:03.000
6162,2021-10-21 06:00:03.846,5,2.0,HEAT,0.009000000000000001,Mode-sensor,2021-10-21 06:00:03.000
6287,2021-10-21 07:16:49.770,1,21.7,21.7,4605.924,InletTemp-sensor,2021-10-21 07:16:49.000
6295,2021-10-21 07:24:50.125,1,21.9,21.9,480.355,InletTemp-sensor,2021-10-21 07:24:50.000
6301,2021-10-21 07:33:50.558,1,22.0,22.0,540.433,InletTemp-sensor,2021-10-21 07:33:50.000
6318,2021-10-21 07:37:50.775,1,22.2,22.2,240.217,InletTemp-sensor,2021-10-21 07:37:50.000
